1,189.744
2,186.73
3,182.911
4,178.917
5,176.977
6,174.075
7,172.144
8,163.803
9,70.928
10,69.328
11,71.368
12,73.793
13,73.773
14,74.237
15,70.367
16,73.659
17,645.484
18,644.068
19,1282.381
20,1276.793
21,1272.233
22,1175.338
23,1176.065
24,1272.366
25,74.218
26,41.446
27,38.095
28,189.152
29,1557.597
30,1548.722
31,1540.98
32,1532.449
33,1525.412
34,1521.42
35,1518.387
36,1514.713
37,201.157
38,209.535
39,215.769
40,172.64
41,75.97
42,79.569
43,86.979
44,88.621
45,394.018
46,400.101
47,399.868
48,391.834
49,394.209
50,953.453
51,949.846
52,1426.49
53,1427.177
54,1550.068
55,1539.978
56,1538.932
57,519.721
58,516.996
59,513.471
60,393.578
61,172.671
62,200.81
63,218.661
64,948.552
65,85.488
66,85.172
67,81.801
68,78.273
69,75.754
70,73.066
71,247.96
72,248.612
73,287.744
74,298.102
75,336.136
76,337.44
77,340.179
78,344.334
79,264.639
80,264.843
81,223.899
82,227.387
83,257.423
84,261.284
85,117.708
86,111.993
87,105.972
88,104.399
89,128.509
90,123.899
91,123.936
92,127.929
93,160.878
94,167.346
95,357.248
96,355.851
97,357.407
98,361.236
99,344.544
100,338.796
101,313.609
102,310.038
103,292.473
104,288.568
105,266.42
106,264.789
107,242.116
108,243.973
109,230.222
110,219.278
111,140.388
112,147.067
113,161.668
114,167.42
115,169.331
116,411.702
117,413.083
118,417.896
119,419.944
120,422.814
121,429.0
122,435.305
123,440.99
124,444.411
125,103.234
126,105.426
127,106.517
128,399.753
129,396.971
130,401.806
131,406.065
132,407.092
133,429.039
134,434.534
135,401.682
136,404.086
137,312.362
138,310.587
139,961.555
140,957.024
141,791.343
142,786.925
143,329.106
144,321.387
145,284.74
146,287.455
147,293.68
148,292.034
149,299.992
150,301.495
151,286.478
152,277.654
153,271.16
154,268.704
155,262.974
156,261.502
157,1259.183
158,1258.089
159,1423.935
160,1423.109
161,1280.114
162,1275.495
163,1425.082
164,1534.827
165,624.368
166,618.556
167,581.135
168,579.816
169,402.031
170,399.724
171,374.511
172,371.987
173,370.505
174,255.315
175,254.354
176,244.733
177,205.223
178,203.692
179,510.679
180,507.483
181,505.462
182,502.013
183,499.373
184,63.942
185,60.715
186,57.595
187,54.048
188,50.36
189,1422.509
190,577.334
191,405.181
192,401.278
193,395.935
194,301.501
195,297.656
196,295.588
197,299.7
198,294.278
199,293.676
200,284.744
201,263.774
202,268.669
203,242.324
204,240.439
205,244.269
206,245.498
207,257.682
208,231.72
209,231.735
210,224.144
211,224.709
212,229.465
213,127.765
214,123.686
215,49.856
216,160.732
217,103.2
218,90.448
219,85.87
220,81.912
221,79.012
222,66.667
223,62.752
224,53.245
225,51.112
226,48.549
227,168.745
228,221.471
229,218.534
230,263.605
231,326.041
232,325.964
233,332.209
234,333.252
235,417.725
236,361.894
237,321.063
238,314.818
239,310.754
240,329.337
241,264.736
242,264.722
243,263.322
244,262.386
245,326.337
246,320.468
247,316.115
248,301.321
249,305.333
250,305.496
251,307.14
252,150.512
253,141.472
254,198.056
255,200.05
256,322.654
257,321.175
258,321.234
259,328.72
260,331.517
261,248.522
262,430.226
263,356.47
264,324.555
265,327.313
266,329.285
267,329.063
268,332.882
269,329.318
270,327.005
271,325.282
272,242.804
273,243.717
274,155.161
275,150.076
276,144.895
277,123.494
278,113.791
279,102.071
280,96.985
281,129.87
282,131.402
283,113.063
284,113.408
285,91.523
286,93.959
287,106.659
288,108.615
289,116.333
290,117.827
291,119.558
292,123.742
293,132.702
294,139.864
295,141.943
296,173.059
297,174.759
298,348.422
299,349.813
300,361.986
301,360.58
302,357.086
303,355.521
304,355.03
305,352.023
306,344.147
307,348.981
308,355.351
309,361.211
310,364.29
311,366.06
312,320.605
313,314.888
314,309.534
315,303.562
316,297.774
317,294.003
318,278.967
319,270.053
320,246.48
321,60.128
322,55.45
323,48.3
324,44.272
325,45.149
326,37.092
327,39.433
328,37.253
329,334.351
330,343.475
331,342.62
332,403.339
333,408.635
334,413.697
335,450.48
336,456.617
337,462.693
338,481.2
339,487.252
340,493.393
341,522.919
342,528.696
343,534.89
344,542.62
345,547.947
346,642.124
347,648.184
348,381.075
349,376.931
350,653.843
351,655.123
352,656.177
353,262.322
354,261.618
355,259.708
356,57.667
357,56.407
358,49.084
359,48.7
360,53.709
361,57.148
362,60.117
363,140.923
364,134.597
365,140.371
366,135.606
367,130.219
368,125.542
369,120.873
370,70.094
371,79.597
372,85.413
373,85.989
374,352.465
375,364.303
376,370.084
377,379.486
378,383.961
379,1028.55
380,1025.989
381,379.663
382,384.924
383,389.962
384,395.253
385,400.003
386,402.149
387,405.261
388,410.027
389,413.032
390,418.235
391,422.938
392,428.738
393,434.889
394,441.503
395,443.488
396,480.7
397,473.389
398,529.456
399,531.063
400,570.466
401,564.049
402,557.721
403,554.161
404,649.183
405,653.768
406,656.079
407,908.895
408,905.189
409,902.22
410,897.615
411,863.151
412,859.334
413,854.083
414,852.936
415,1037.843
416,1030.628
417,1028.987
418,205.705
419,520.378
420,1021.143
421,1018.841
422,1014.32
423,611.412
424,610.549
425,332.975
426,330.495
427,325.634
428,323.709
429,320.454
430,318.394
431,299.48
432,297.009
433,296.463
434,519.57
435,91.246
436,89.144
437,91.23
438,291.525
439,296.284
440,373.138
441,369.75
442,369.41
443,364.29
444,380.793
445,384.131
446,384.4
447,391.997
448,395.715
449,409.877
450,412.556
451,201.08
452,205.904
453,1433.829
454,1435.714
455,417.989
456,426.065
457,401.674
458,406.301
459,411.313
460,214.89
461,216.733
462,214.312
463,281.339
464,284.818
465,289.516
466,977.176
467,973.391
468,967.329
469,1633.347
470,1639.745
471,1647.431
472,1654.312
473,1659.109
474,1661.312
475,1667.629
476,1673.506
477,1677.036
478,328.251
479,329.701
480,289.514
481,312.09
482,315.729
483,261.259
484,257.937
485,262.925
486,257.717
487,1290.89
488,1286.804
489,1434.378
490,1434.229
491,1432.804
492,1430.991
493,1429.046
494,1426.485
495,1391.028
496,1390.135
497,1267.782
498,1267.693
499,1267.755
500,1246.037
501,1245.236
502,1244.973
503,1245.041
504,1249.337
505,1250.989
506,1252.501
507,1527.981
508,1521.645
509,1514.966
