1,186.73
2,182.911
97,321.387
127,1422.509
166,168.745
204,242.804
233,361.211
267,655.123
290,379.663
323,1014.32
324,610.549
326,325.634
359,1654.312
377,1390.008
378,1267.693
379,1267.693
381,1244.973
384,1250.989
414,581.135
504,37.949
536,416.969
705,613.482
725,172.465
750,1649.815
784,114.149
789,94.052
807,474.381
808,479.798
809,484.293
825,555.259
838,602.633
847,678.044
861,776.893
898,1036.022
900,1046.788
933,499.493
940,444.022
958,706.129
965,420.485
1007,415.198
1008,414.593
1010,432.804
1033,246.459
1049,927.271
1055,248.108
1068,1050.185
1082,870.905
1105,976.934
1180,1251.854
1255,398.603
1335,71.74
1357,1609.313
1394,682.796
1466,3761.736
1506,187.365
1621,214.139
1665,394.87
1708,860.797
1794,353.691
1795,355.474
1897,399.868
1898,399.921
1899,113.063
1900,355.74
1901,634.564
1902,443.154
1903,909.007
1904,1267.093
1905,140.871
1906,100.819
1907,90.448
1908,276.556
1909,338.362
1910,259.003
1911,142.589
1912,103.94
1913,193.43
1914,227.493
1915,910.26
3,178.637
4,176.977
5,174.075
6,172.144
7,163.803
8,69.328
9,68.56
10,71.316
11,73.773
12,70.354
13,70.024
14,644.002
15,1276.793
16,1272.233
17,1174.654
18,1272.233
19,73.773
20,74.155
21,38.095
22,189.152
23,1548.722
24,1540.98
60,223.899
61,257.423
25,1532.449
26,1525.412
27,1521.42
28,1518.387
29,1514.713
30,201.157
31,209.535
32,172.132
33,75.97
34,79.569
35,86.979
36,394.018
37,399.868
38,391.834
39,949.846
40,1426.49
41,1539.978
42,1538.932
43,516.996
44,513.471
45,393.578
46,172.64
47,200.81
48,215.769
49,948.552
50,84.407
51,81.723
52,78.273
53,75.754
54,73.066
55,247.96
56,287.744
57,336.136
58,340.179
59,264.436
62,111.993
63,105.972
64,104.399
65,123.873
66,123.936
67,160.878
68,355.851
69,357.407
70,338.796
71,309.767
72,288.568
73,264.789
74,242.116
75,219.278
76,140.388
77,161.668
78,167.42
79,411.702
80,417.896
81,422.814
82,435.305
83,440.99
84,103.026
85,105.426
86,104.399
87,399.456
88,396.971
89,401.806
90,406.065
91,429.039
92,401.682
93,310.587
195,245.498
94,957.024
95,953.453
96,786.925
98,284.284
99,292.034
100,299.992
101,277.654
102,271.16
103,268.704
104,261.502
105,1258.016
106,1423.109
107,1275.495
108,1425.082
109,1534.827
110,618.556
111,579.816
112,399.724
113,371.987
114,370.505
115,254.354
116,243.973
117,203.692
118,510.679
119,507.483
120,505.462
121,502.013
122,499.373
123,60.715
196,430.226
124,57.595
125,54.048
126,50.36
128,1272.366
129,577.334
130,404.086
131,401.278
132,401.278
133,395.935
134,301.495
135,295.588
136,297.656
137,299.7
138,294.278
139,293.586
140,293.655
141,284.74
142,262.791
143,263.774
144,268.669
145,242.116
146,240.439
147,244.269
148,244.269
149,255.315
150,231.72
151,224.144
152,224.709
153,229.465
154,127.765
155,123.686
156,123.686
157,49.856
158,160.732
159,103.2
406,130.229
160,85.87
161,81.912
162,79.012
163,62.752
164,51.112
165,48.483
167,221.471
168,218.534
169,218.534
170,261.284
171,263.605
172,325.964
173,332.209
174,417.725
175,361.236
176,320.944
177,313.609
178,310.038
179,329.106
180,264.594
181,264.294
182,263.322
183,262.386
184,320.468
185,316.115
186,301.321
187,305.496
188,141.472
189,198.056
190,321.175
191,320.987
192,326.041
193,328.696
194,331.517
197,344.334
198,324.555
199,327.313
200,328.931
201,329.318
202,327.005
203,325.282
205,155.161
206,150.076
207,144.895
208,113.791
209,102.071
210,96.985
211,129.87
212,113.042
213,88.621
214,91.523
215,106.659
216,108.615
217,116.333
218,117.779
219,117.827
220,123.742
221,132.702
222,139.864
223,173.059
224,348.422
225,349.813
226,360.58
247,36.255
227,357.086
228,355.222
229,355.03
230,344.147
231,348.981
232,355.351
234,364.29
235,314.888
236,303.562
237,297.774
238,292.473
239,278.967
240,270.053
241,266.42
242,240.212
243,55.45
244,48.3
245,44.272
246,43.798
407,129.485
408,128.858
248,37.253
249,334.351
250,342.575
251,403.339
252,408.635
253,412.817
254,444.411
255,450.48
256,456.617
257,481.2
258,487.252
259,493.393
260,522.919
261,528.696
262,542.62
263,641.871
264,376.931
265,648.184
266,653.843
268,261.618
269,259.708
270,56.302
271,49.065
272,47.5
273,53.709
274,57.148
275,134.597
276,140.371
277,135.606
278,130.219
279,125.542
280,120.873
281,68.039
282,79.597
283,85.413
284,352.465
285,357.248
286,364.303
287,370.084
288,379.486
289,1025.989
291,384.924
292,395.253
293,399.892
294,402.149
295,405.261
296,410.027
297,413.032
298,418.235
299,422.938
300,428.738
301,434.889
302,441.503
303,473.389
304,529.448
305,564.049
306,557.721
307,554.161
308,649.183
